Humidity,Wind Speed (km/h),Visibility (km),Emission Rate,Start Size,UserIntensity
0.91,10.948,9.982,9145.0,0.937,13.65
0.88,10.996300000000002,9.982,8860.0,0.9159999999999999,13.2
0.91,6.44,9.9015,9145.0,0.937,13.65
0.92,3.4132,9.9015,9240.0,0.944,13.8
0.87,11.382700000000002,5.7316,8765.0,0.909,13.05
0.96,3.6869,6.118,9620.0,0.972,14.399999999999999
0.92,6.4078,5.9731000000000005,9240.0,0.944,13.8
0.89,7.293300000000001,6.2468,8955.0,0.923,13.35
0.92,3.5903,5.9731000000000005,9240.0,0.944,13.8
0.92,5.0876,4.9427,9240.0,0.944,13.8
0.92,3.6064000000000007,6.262900000000001,9240.0,0.944,13.8
0.96,4.6046000000000005,6.0697,9620.0,0.972,14.399999999999999
0.85,14.023100000000005,6.0697,8575.0,0.895,12.75
0.89,3.4132,9.982,8955.0,0.923,13.35
0.88,4.347,7.695800000000001,8860.0,0.9159999999999999,13.2
0.92,3.0751,2.9302,9240.0,0.944,13.8
0.92,6.0858,3.0912,9240.0,0.944,13.8
0.96,4.7656,2.4633000000000003,9620.0,0.972,14.399999999999999
0.92,0.1288,0.805,9240.0,0.944,13.8
0.93,4.7656,1.5939,9335.0,0.9510000000000001,13.950000000000001
0.96,10.8675,0.6440000000000001,9620.0,0.972,14.399999999999999
0.92,9.3702,0.322,9240.0,0.944,13.8
0.92,6.423900000000001,0.5152,9240.0,0.944,13.8
0.79,2.2862,12.8478,8005.0,0.853,11.850000000000001
0.84,9.6278,10.448900000000002,8480.0,0.8879999999999999,12.6
0.88,14.49,8.05,8860.0,0.9159999999999999,13.2
0.85,9.6439,2.8175000000000003,8575.0,0.895,12.75
0.83,6.0697,7.567000000000001,8385.0,0.881,12.45
0.85,5.8765,7.486500000000001,8575.0,0.895,12.75
0.86,5.635000000000001,7.583100000000001,8670.0,0.9019999999999999,12.9
0.87,5.3291,8.033900000000001,8765.0,0.909,13.05
0.73,6.2146,14.457800000000002,7435.0,0.8109999999999999,10.95
0.79,3.22,14.457800000000002,8005.0,0.853,11.850000000000001
0.8,4.5724,13.8138,8100.0,0.8599999999999999,12.0
0.76,4.83,10.8031,7720.0,0.8319999999999999,11.4
0.76,0.0,10.7709,7720.0,0.8319999999999999,11.4
0.76,4.9266000000000005,10.6582,7720.0,0.8319999999999999,11.4
0.81,0.0,9.5956,8195.0,0.867,12.15
0.76,9.2253,9.6761,7720.0,0.8319999999999999,11.4
0.82,6.1019000000000005,11.6725,8290.0,0.8739999999999999,12.299999999999999
0.83,6.617100000000001,11.0124,8385.0,0.881,12.45
0.88,6.021400000000001,9.5473,8860.0,0.9159999999999999,13.2
0.86,6.1502,9.5312,8670.0,0.9019999999999999,12.9
0.84,5.618900000000001,7.728,8480.0,0.8879999999999999,12.6
0.92,3.22,2.1574000000000004,9240.0,0.944,13.8
0.92,6.2146,2.9302,9240.0,0.944,13.8
0.87,6.5366,4.4114,8765.0,0.909,13.05
0.85,4.4919,4.7656,8575.0,0.895,12.75
0.85,7.502600000000001,5.8443000000000005,8575.0,0.895,12.75
0.82,1.0304,7.679699999999999,8290.0,0.8739999999999999,12.299999999999999
0.82,0.1288,6.7781,8290.0,0.8739999999999999,12.299999999999999
0.71,10.9319,7.744099999999999,7245.0,0.7969999999999999,10.649999999999999
0.7,4.4758,9.8049,7150.0,0.7899999999999999,10.5
0.75,2.254,9.3058,7625.0,0.825,11.25
0.79,0.0,9.6761,8005.0,0.853,11.850000000000001
0.79,3.22,9.6117,8005.0,0.853,11.850000000000001
0.82,5.8765,9.3058,8290.0,0.8739999999999999,12.299999999999999
0.82,6.44,9.5956,8290.0,0.8739999999999999,12.299999999999999
0.82,6.44,7.744099999999999,8290.0,0.8739999999999999,12.299999999999999
0.83,4.8944,4.83,8385.0,0.881,12.45
0.82,3.3488,7.744099999999999,8290.0,0.8739999999999999,12.299999999999999
0.85,3.1717,7.744099999999999,8575.0,0.895,12.75
0.85,8.4686,7.728,8575.0,0.895,12.75
0.92,3.22,5.9087000000000005,9240.0,0.944,13.8
0.88,3.3488,3.912300000000001,8860.0,0.9159999999999999,13.2
0.89,1.7227,3.0107000000000004,8955.0,0.923,13.35
0.79,0.2898,4.395300000000001,8005.0,0.853,11.850000000000001
0.76,12.9605,6.9069,7720.0,0.8319999999999999,11.4
0.64,4.8461,9.8049,6580.0,0.748,9.6
0.7,8.0017,8.935500000000001,7150.0,0.7899999999999999,10.5
0.69,4.7656,7.969500000000001,7054.999999999999,0.7829999999999999,10.35
0.72,6.1502,7.8729,7340.0,0.804,10.799999999999999
0.77,7.567000000000001,6.5044,7815.0,0.839,11.55
0.79,6.488300000000001,6.021400000000001,8005.0,0.853,11.850000000000001
0.82,3.3649,4.8461,8290.0,0.8739999999999999,12.299999999999999
0.88,6.3434,3.912300000000001,8860.0,0.9159999999999999,13.2
0.82,11.1895,3.9284,8290.0,0.8739999999999999,12.299999999999999
0.93,13.218100000000002,1.7227,9335.0,0.9510000000000001,13.950000000000001
0.92,15.617,1.932,9240.0,0.944,13.8
0.88,11.4149,3.0107000000000004,8860.0,0.9159999999999999,13.2
0.9,10.3201,2.3345,9050.0,0.9299999999999999,13.5
0.88,9.8371,2.5438,8860.0,0.9159999999999999,13.2
0.82,11.125100000000002,3.0429,8290.0,0.8739999999999999,12.299999999999999
0.86,10.8031,2.9946,8670.0,0.9019999999999999,12.9
0.84,10.7387,13.1537,8480.0,0.8879999999999999,12.6
0.76,17.5651,10.980200000000002,7720.0,0.8319999999999999,11.4
0.82,16.856700000000004,9.9498,8290.0,0.8739999999999999,12.299999999999999
0.76,17.5329,11.125100000000002,7720.0,0.8319999999999999,11.4
0.76,35.967400000000005,5.9248,7720.0,0.8319999999999999,11.4
0.59,12.397,10.0464,6105.0,0.713,8.85
0.58,20.769,10.0464,6010.0,0.706,8.7
0.63,12.8478,9.982,6485.0,0.7409999999999999,9.45
0.66,11.382700000000002,9.982,6770.0,0.762,9.9
0.64,6.7298,15.826300000000002,6580.0,0.748,9.6
0.78,7.486500000000001,14.9569,7910.0,0.8459999999999999,11.700000000000001
0.83,11.5437,15.826300000000002,8385.0,0.881,12.45
0.83,11.3988,14.9086,8385.0,0.881,12.45
0.64,15.456,14.9569,6580.0,0.748,9.6
0.77,14.312900000000004,14.9086,7815.0,0.839,11.55
0.77,14.4739,14.9086,7815.0,0.839,11.55
0.79,14.3934,14.168000000000005,8005.0,0.853,11.850000000000001
0.81,15.520400000000002,9.982,8195.0,0.867,12.15
0.81,15.8746,9.982,8195.0,0.867,12.15
0.76,15.439900000000002,9.982,7720.0,0.8319999999999999,11.4
0.74,13.0571,9.982,7530.0,0.8180000000000001,11.1
0.69,17.693900000000003,9.982,7054.999999999999,0.7829999999999999,10.35
0.61,27.7081,11.0768,6295.0,0.727,9.15
0.51,27.7403,11.27,5345.0,0.657,7.65
0.52,25.0194,10.8192,5440.0,0.6639999999999999,7.800000000000001
0.8,31.878000000000004,2.254,8100.0,0.8599999999999999,12.0
0.79,35.613200000000006,3.4293,8005.0,0.853,11.850000000000001
0.46,31.169600000000003,11.27,4870.0,0.622,6.9
0.51,25.2287,11.4471,5345.0,0.657,7.65
0.77,30.2197,8.1305,7815.0,0.839,11.55
0.67,34.7438,11.2056,6865.0,0.7689999999999999,10.05
0.65,32.7313,9.982,6675.0,0.7549999999999999,9.75
0.54,33.2143,9.982,5630.0,0.6779999999999999,8.100000000000001
0.57,28.4648,15.826300000000002,5914.999999999999,0.699,8.549999999999999
0.58,24.7296,14.9569,6010.0,0.706,8.7
0.56,24.8745,15.826300000000002,5820.000000000001,0.692,8.4
0.59,17.1948,15.826300000000002,6105.0,0.713,8.85
0.56,10.3845,14.9569,5820.000000000001,0.692,8.4
0.67,11.27,15.826300000000002,6865.0,0.7689999999999999,10.05
0.67,13.8299,15.826300000000002,6865.0,0.7689999999999999,10.05
0.64,11.8496,14.9569,6580.0,0.748,9.6
0.66,11.27,9.982,6770.0,0.762,9.9
0.66,7.679699999999999,9.982,6770.0,0.762,9.9
0.67,10.2235,9.982,6865.0,0.7689999999999999,10.05
0.61,12.4936,9.982,6295.0,0.727,9.15
0.54,15.649200000000002,9.982,5630.0,0.6779999999999999,8.100000000000001
0.47,15.665300000000002,10.3523,4965.0,0.629,7.05
0.42,12.5741,9.982,4490.0,0.594,6.3
0.4,9.0804,11.2056,4300.0,0.58,6.0
0.32,11.4793,10.3523,3540.0,0.524,4.8
0.0,4.4275,9.982,500.0,0.3,0.0
0.24,3.944500000000001,9.982,2780.0,0.46799999999999997,3.5999999999999996
0.25,8.694,10.3523,2875.0,0.475,3.75
0.31,5.2647,9.982,3445.0,0.517,4.65
0.38,8.3398,9.982,4110.0,0.566,5.7
0.49,9.9015,9.982,5155.0,0.643,7.35
0.53,11.4149,9.982,5535.0,0.671,7.95
0.51,11.511500000000002,15.826300000000002,5345.0,0.657,7.65
0.51,11.7047,14.9569,5345.0,0.657,7.65
0.56,11.3183,15.826300000000002,5820.000000000001,0.692,8.4
0.49,14.2807,15.826300000000002,5155.0,0.643,7.35
0.53,14.1197,15.826300000000002,5535.0,0.671,7.95
0.53,14.0875,15.826300000000002,5535.0,0.671,7.95
0.54,14.5544,14.9569,5630.0,0.6779999999999999,8.100000000000001
0.49,13.7977,15.826300000000002,5155.0,0.643,7.35
0.52,8.162700000000001,10.2557,5440.0,0.6639999999999999,7.800000000000001
0.5,5.7799000000000005,9.982,5250.0,0.6499999999999999,7.5
0.5,7.792400000000001,9.982,5250.0,0.6499999999999999,7.5
0.43,8.2432,9.982,4585.0,0.601,6.45
0.82,5.361300000000001,13.9748,8290.0,0.8739999999999999,12.299999999999999
0.85,6.44,14.9086,8575.0,0.895,12.75
0.85,6.2468,14.731500000000002,8575.0,0.895,12.75
0.76,10.8675,6.7137,7720.0,0.8319999999999999,11.4
0.85,5.8121,9.7566,8575.0,0.895,12.75
0.89,3.059,7.8729,8955.0,0.923,13.35
0.89,4.2343,2.8658,8955.0,0.923,13.35
0.85,4.1699,2.6404,8575.0,0.895,12.75
0.92,4.2826,1.7710000000000004,9240.0,0.944,13.8
0.93,3.9606,1.8837,9335.0,0.9510000000000001,13.950000000000001
0.86,1.3202,3.5259,8670.0,0.9019999999999999,12.9
0.7,6.6332,6.166300000000001,7150.0,0.7899999999999999,10.5
0.87,6.9552000000000005,9.3863,8765.0,0.909,13.05
0.72,11.1895,6.166300000000001,7340.0,0.804,10.799999999999999
0.73,10.9319,6.166300000000001,7435.0,0.8109999999999999,10.95
0.82,14.007,11.125100000000002,8290.0,0.8739999999999999,12.299999999999999
0.81,6.2468,6.118,8195.0,0.867,12.15
0.82,10.835300000000002,9.1931,8290.0,0.8739999999999999,12.299999999999999
0.85,6.44,15.826300000000002,8575.0,0.895,12.75
0.88,3.2039,15.826300000000002,8860.0,0.9159999999999999,13.2
0.88,6.0536,14.9569,8860.0,0.9159999999999999,13.2
0.96,1.1109,0.161,9620.0,0.972,14.399999999999999
0.96,0.0,0.161,9620.0,0.972,14.399999999999999
0.96,4.508,0.4186,9620.0,0.972,14.399999999999999
0.92,0.0,0.161,9240.0,0.944,13.8
1.0,0.0,0.161,10000.0,1.0,15.0
0.93,0.9338,0.0322,9335.0,0.9510000000000001,13.950000000000001
1.0,3.059,0.161,10000.0,1.0,15.0
0.9,3.751300000000001,1.449,9050.0,0.9299999999999999,13.5
0.91,1.9481,1.2236,9145.0,0.937,13.65
0.95,3.5742000000000007,1.127,9525.0,0.9649999999999999,14.25
0.96,2.8014,0.5152,9620.0,0.972,14.399999999999999
0.92,0.0,2.9624,9240.0,0.944,13.8
0.9,6.2468,2.8014,9050.0,0.9299999999999999,13.5
0.88,6.44,3.880100000000001,8860.0,0.9159999999999999,13.2
0.88,6.44,3.880100000000001,8860.0,0.9159999999999999,13.2
0.9,6.601,2.9946,9050.0,0.9299999999999999,13.5
0.92,10.9319,2.9624,9240.0,0.944,13.8
0.89,10.9319,2.9624,8955.0,0.923,13.35
0.89,8.8872,3.783500000000001,8955.0,0.923,13.35
0.92,9.3702,4.8461,9240.0,0.944,13.8
0.92,10.9319,4.8461,9240.0,0.944,13.8
0.82,9.3702,3.864,8290.0,0.8739999999999999,12.299999999999999
0.84,9.3702,2.5921000000000003,8480.0,0.8879999999999999,12.6
0.84,11.0607,10.948,8480.0,0.8879999999999999,12.6
0.91,11.4149,1.9159,9145.0,0.937,13.65
0.84,14.1358,1.8354,8480.0,0.8879999999999999,12.6
0.84,10.9319,2.0286,8480.0,0.8879999999999999,12.6
0.86,10.8836,2.0125,8670.0,0.9019999999999999,12.9
0.92,12.1555,2.6404,9240.0,0.944,13.8
0.85,9.0965,2.6404,8575.0,0.895,12.75
0.89,13.2664,3.5903,8955.0,0.923,13.35
0.85,13.524,3.059,8575.0,0.895,12.75
0.88,14.0553,3.059,8860.0,0.9159999999999999,13.2
0.86,14.2485,3.5742000000000007,8670.0,0.9019999999999999,12.9
0.88,13.9909,3.0751,8860.0,0.9159999999999999,13.2
1.0,2.8014,0.322,10000.0,1.0,15.0
0.96,6.423900000000001,0.4186,9620.0,0.972,14.399999999999999
0.92,6.1985,0.322,9240.0,0.944,13.8
0.96,6.44,0.322,9620.0,0.972,14.399999999999999
0.96,3.976700000000001,3.1234,9620.0,0.972,14.399999999999999
0.92,4.83,2.9624,9240.0,0.944,13.8
0.92,8.05,3.9284,9240.0,0.944,13.8
0.99,2.415,3.4776,9905.0,0.9929999999999999,14.85
1.0,3.22,2.4633000000000003,10000.0,1.0,15.0
0.92,2.9624,2.4633000000000003,9240.0,0.944,13.8
0.93,0.8211,2.8175000000000003,9335.0,0.9510000000000001,13.950000000000001
0.92,1.449,2.9302,9240.0,0.944,13.8
1.0,0.1288,2.4633000000000003,10000.0,1.0,15.0
1.0,4.83,0.161,10000.0,1.0,15.0
1.0,0.0,0.0,10000.0,1.0,15.0
0.93,2.8497000000000003,0.2576,9335.0,0.9510000000000001,13.950000000000001
1.0,3.1556,0.0,10000.0,1.0,15.0
0.96,3.22,0.161,9620.0,0.972,14.399999999999999
0.99,5.3774,0.3864,9905.0,0.9929999999999999,14.85
1.0,3.22,0.161,10000.0,1.0,15.0
1.0,3.22,0.161,10000.0,1.0,15.0
0.96,3.1395,0.161,9620.0,0.972,14.399999999999999
0.92,3.1395,0.9338,9240.0,0.944,13.8
0.92,3.9928,0.7889,9240.0,0.944,13.8
0.92,4.588500000000001,1.0787000000000002,9240.0,0.944,13.8
0.85,3.2039,1.5456,8575.0,0.895,12.75
0.92,3.5098000000000003,1.5617,9240.0,0.944,13.8
0.92,3.2039,1.8515,9240.0,0.944,13.8
0.92,12.075,3.847900000000001,9240.0,0.944,13.8
0.92,15.8424,4.4758,9240.0,0.944,13.8
0.96,3.815700000000001,0.161,9620.0,0.972,14.399999999999999
0.95,11.0607,3.1073,9525.0,0.9649999999999999,14.25
0.96,14.1519,3.847900000000001,9620.0,0.972,14.399999999999999
0.9,14.023100000000005,9.6117,9050.0,0.9299999999999999,13.5
0.9,14.0392,9.6761,9050.0,0.9299999999999999,13.5
0.86,20.6241,9.7566,8670.0,0.9019999999999999,12.9
0.86,21.5418,9.7566,8670.0,0.9019999999999999,12.9
0.96,1.9964,0.161,9620.0,0.972,14.399999999999999
1.0,2.4955000000000003,1.0465000000000002,10000.0,1.0,15.0
1.0,6.3756,0.322,10000.0,1.0,15.0
1.0,7.647500000000001,1.4168,10000.0,1.0,15.0
0.98,7.647500000000001,2.1413,9810.0,0.986,14.7
0.88,13.3952,3.0751,8860.0,0.9159999999999999,13.2
0.92,3.7674,2.2218,9240.0,0.944,13.8
0.89,13.685,3.0107000000000004,8955.0,0.923,13.35
0.88,13.6689,3.0107000000000004,8860.0,0.9159999999999999,13.2
0.92,13.4113,2.8497000000000003,9240.0,0.944,13.8
0.85,3.4132,3.0107000000000004,8575.0,0.895,12.75
0.92,9.2253,2.0286,9240.0,0.944,13.8
0.92,9.177,2.6404,9240.0,0.944,13.8
0.85,4.8461,2.6243,8575.0,0.895,12.75
0.92,7.905100000000001,3.1234,9240.0,0.944,13.8
0.92,2.1574000000000004,3.1556,9240.0,0.944,13.8
0.88,3.2361,2.0769,8860.0,0.9159999999999999,13.2
0.88,4.6207,1.6583,8860.0,0.9159999999999999,13.2
0.88,3.2683,2.1574000000000004,8860.0,0.9159999999999999,13.2
0.88,3.2361,1.6583,8860.0,0.9159999999999999,13.2
0.96,3.703,1.5134,9620.0,0.972,14.399999999999999
0.95,3.4937,1.2075,9525.0,0.9649999999999999,14.25
0.88,4.8622000000000005,1.5456,8860.0,0.9159999999999999,13.2
0.92,9.2736,0.9338,9240.0,0.944,13.8
0.93,0.9338,0.483,9335.0,0.9510000000000001,13.950000000000001
0.85,6.44,0.2415,8575.0,0.895,12.75
0.89,11.27,0.2415,8955.0,0.923,13.35
0.92,3.719100000000001,0.7406,9240.0,0.944,13.8
0.92,6.3756,1.2880000000000005,9240.0,0.944,13.8
0.85,22.7332,15.3111,8575.0,0.895,12.75
0.73,11.8013,9.982,7435.0,0.8109999999999999,10.95
0.69,1.3363,9.982,7054.999999999999,0.7829999999999999,10.35
0.73,6.810300000000001,15.826300000000002,7435.0,0.8109999999999999,10.95
0.76,10.5616,14.9569,7720.0,0.8319999999999999,11.4
0.81,3.22,15.826300000000002,8195.0,0.867,12.15
0.85,3.22,15.826300000000002,8575.0,0.895,12.75
0.86,10.2235,14.876400000000002,8670.0,0.9019999999999999,12.9
0.88,3.1717,15.826300000000002,8860.0,0.9159999999999999,13.2
0.88,3.4454,14.9086,8860.0,0.9159999999999999,13.2
0.89,3.1234,14.168000000000005,8955.0,0.923,13.35
0.92,3.22,9.982,9240.0,0.944,13.8
0.92,4.652900000000001,9.982,9240.0,0.944,13.8
0.89,1.2558,7.985600000000001,8955.0,0.923,13.35
0.84,1.61,7.1323,8480.0,0.8879999999999999,12.6
0.81,3.22,8.05,8195.0,0.867,12.15
0.8,5.5223,9.982,8100.0,0.8599999999999999,12.0
0.81,0.2898,9.982,8195.0,0.867,12.15
0.81,3.2361,14.9086,8195.0,0.867,12.15
0.86,6.3756,14.168000000000005,8670.0,0.9019999999999999,12.9
0.85,6.2468,14.9086,8575.0,0.895,12.75
0.81,6.0375000000000005,15.826300000000002,8195.0,0.867,12.15
0.92,5.055400000000001,5.152000000000001,9240.0,0.944,13.8
0.85,3.1073,15.7297,8575.0,0.895,12.75
0.85,3.0751,15.7297,8575.0,0.895,12.75
0.87,6.423900000000001,14.876400000000002,8765.0,0.909,13.05
0.84,0.2898,9.8049,8480.0,0.8879999999999999,12.6
0.85,0.322,9.8049,8575.0,0.895,12.75
0.86,7.5187,6.7781,8670.0,0.9019999999999999,12.9
0.88,3.703,6.1985,8860.0,0.9159999999999999,13.2
0.87,3.2039,7.905100000000001,8765.0,0.909,13.05
0.88,6.295100000000001,7.905100000000001,8860.0,0.9159999999999999,13.2
0.89,5.9087000000000005,6.295100000000001,8955.0,0.923,13.35
0.88,3.2683,6.118,8860.0,0.9159999999999999,13.2
0.88,3.5581,6.1985,8860.0,0.9159999999999999,13.2
0.83,7.5992,13.2664,8385.0,0.881,12.45
0.92,6.423900000000001,9.982,9240.0,0.944,13.8
0.92,10.996300000000002,4.2987,9240.0,0.944,13.8
0.93,7.245,4.7978000000000005,9335.0,0.9510000000000001,13.950000000000001
0.92,5.2647,4.2987,9240.0,0.944,13.8
0.84,5.055400000000001,3.8318,8480.0,0.8879999999999999,12.6
0.86,7.9373,4.395300000000001,8670.0,0.9019999999999999,12.9
0.85,9.7083,6.295100000000001,8575.0,0.895,12.75
0.85,11.3022,9.982,8575.0,0.895,12.75
0.79,22.5883,14.9569,8005.0,0.853,11.850000000000001
0.72,5.506200000000001,9.982,7340.0,0.804,10.799999999999999
0.7,0.2898,9.982,7150.0,0.7899999999999999,10.5
0.78,3.22,15.826300000000002,7910.0,0.8459999999999999,11.700000000000001
0.76,2.5599000000000003,14.9569,7720.0,0.8319999999999999,11.4
0.81,2.8014,15.826300000000002,8195.0,0.867,12.15
0.81,3.22,15.826300000000002,8195.0,0.867,12.15
0.82,6.44,15.826300000000002,8290.0,0.8739999999999999,12.299999999999999
0.84,3.4615,15.826300000000002,8480.0,0.8879999999999999,12.6
0.86,1.8193,14.9569,8670.0,0.9019999999999999,12.9
0.85,0.0,9.982,8575.0,0.895,12.75
0.88,3.0429,9.982,8860.0,0.9159999999999999,13.2
0.9,5.0071,6.7781,9050.0,0.9299999999999999,13.5
0.84,4.588500000000001,7.0357,8480.0,0.8879999999999999,12.6
0.75,0.4025,8.05,7625.0,0.825,11.25
0.92,3.1234,1.9803,9240.0,0.944,13.8
0.86,9.4668,5.2003,8670.0,0.9019999999999999,12.9
0.88,3.4454,2.8175000000000003,8860.0,0.9159999999999999,13.2
0.92,6.5205,2.8175000000000003,9240.0,0.944,13.8
0.92,7.245,2.8658,9240.0,0.944,13.8
0.92,8.3881,0.5152,9240.0,0.944,13.8
0.92,4.8944,0.5796,9240.0,0.944,13.8
0.96,7.615300000000001,0.6601,9620.0,0.972,14.399999999999999
0.88,9.4185,1.0948000000000002,8860.0,0.9159999999999999,13.2
0.92,10.996300000000002,1.8515,9240.0,0.944,13.8
0.92,4.9266000000000005,2.2057,9240.0,0.944,13.8
0.92,1.3846,2.7692,9240.0,0.944,13.8
0.92,7.647500000000001,3.3971,9240.0,0.944,13.8
0.92,4.6690000000000005,3.751300000000001,9240.0,0.944,13.8
0.92,10.6904,4.7656,9240.0,0.944,13.8
0.85,7.502600000000001,5.8765,8575.0,0.895,12.75
0.86,7.921200000000001,5.618900000000001,8670.0,0.9019999999999999,12.9
0.85,7.792400000000001,5.892600000000001,8575.0,0.895,12.75
0.92,4.524100000000001,3.912300000000001,9240.0,0.944,13.8
0.92,7.293300000000001,4.2987,9240.0,0.944,13.8
0.92,10.7548,3.847900000000001,9240.0,0.944,13.8
0.89,11.27,3.847900000000001,8955.0,0.923,13.35
0.89,7.1001,5.9248,8955.0,0.923,13.35
0.89,3.22,5.8604,8955.0,0.923,13.35
0.82,4.6851,11.27,8290.0,0.8739999999999999,12.299999999999999
0.76,7.615300000000001,10.0464,7720.0,0.8319999999999999,11.4
0.77,8.9838,9.9015,7815.0,0.839,11.55
0.81,7.760200000000001,9.9015,8195.0,0.867,12.15
0.81,9.3702,10.0464,8195.0,0.867,12.15
0.85,6.3112,5.9087000000000005,8575.0,0.895,12.75
0.77,13.2342,10.7709,7815.0,0.839,11.55
0.88,10.835300000000002,5.957000000000001,8860.0,0.9159999999999999,13.2
0.88,11.0446,5.957000000000001,8860.0,0.9159999999999999,13.2
0.89,4.2021,6.021400000000001,8955.0,0.923,13.35
0.88,7.4543,0.2737,8860.0,0.9159999999999999,13.2
0.87,4.781700000000001,0.5313000000000001,8765.0,0.909,13.05
0.85,10.2396,4.4275,8575.0,0.895,12.75
0.85,9.5795,5.9731000000000005,8575.0,0.895,12.75
0.85,11.0124,5.9731000000000005,8575.0,0.895,12.75
0.87,19.7225,6.9391,8765.0,0.909,13.05
0.7,22.765400000000003,6.8586,7150.0,0.7899999999999999,10.5
0.75,19.7547,9.6439,7625.0,0.825,11.25
0.7,16.8728,9.7083,7150.0,0.7899999999999999,10.5
0.75,16.8728,9.7083,7625.0,0.825,11.25
0.69,12.6707,9.7083,7054.999999999999,0.7829999999999999,10.35
0.74,11.7852,8.05,7530.0,0.8180000000000001,11.1
0.8,10.851400000000002,6.0053,8100.0,0.8599999999999999,12.0
0.84,9.160900000000002,6.0053,8480.0,0.8879999999999999,12.6
0.85,8.3076,6.2468,8575.0,0.895,12.75
0.87,7.728,6.0053,8765.0,0.909,13.05
0.87,6.2146,6.0053,8765.0,0.909,13.05
0.86,6.8908000000000005,6.1985,8670.0,0.9019999999999999,12.9
0.84,14.023100000000005,7.808499999999999,8480.0,0.8879999999999999,12.6
0.78,10.5616,11.5437,7910.0,0.8459999999999999,11.700000000000001
0.79,27.4022,8.3398,8005.0,0.853,11.850000000000001
0.72,19.5454,11.5437,7340.0,0.804,10.799999999999999
0.74,16.5025,11.5437,7530.0,0.8180000000000001,11.1
0.72,16.0839,11.4632,7340.0,0.804,10.799999999999999
0.74,11.8979,9.6761,7530.0,0.8180000000000001,11.1
0.69,14.1519,9.6761,7054.999999999999,0.7829999999999999,10.35
0.7,13.8782,9.7566,7150.0,0.7899999999999999,10.5
0.68,14.1197,9.7566,6960.000000000001,0.776,10.200000000000001
0.68,12.1555,9.8049,6960.000000000001,0.776,10.200000000000001
0.7,21.6867,9.8371,7150.0,0.7899999999999999,10.5
0.69,21.1876,9.8532,7054.999999999999,0.7829999999999999,10.35
0.64,23.1196,9.982,6580.0,0.748,9.6
0.64,24.5847,9.982,6580.0,0.748,9.6
0.64,26.1142,9.982,6580.0,0.748,9.6
0.64,32.0551,9.982,6580.0,0.748,9.6
0.73,28.9639,11.0285,7435.0,0.8109999999999999,10.95
0.72,28.8351,11.27,7340.0,0.804,10.799999999999999
0.78,33.48800000000001,11.27,7910.0,0.8459999999999999,11.700000000000001
0.8,26.3074,10.5938,8100.0,0.8599999999999999,12.0
0.85,29.1893,8.05,8575.0,0.895,12.75
0.82,27.531,6.1985,8290.0,0.8739999999999999,12.299999999999999
0.83,32.0551,6.7298,8385.0,0.881,12.45
0.82,30.5417,6.166300000000001,8290.0,0.8739999999999999,12.299999999999999
0.82,27.5471,6.166300000000001,8290.0,0.8739999999999999,12.299999999999999
0.91,2.8658,1.6261,9145.0,0.937,13.65
0.79,28.0784,9.9015,8005.0,0.853,11.850000000000001
0.79,30.847600000000003,10.0464,8005.0,0.853,11.850000000000001
0.8,36.0157,10.0303,8100.0,0.8599999999999999,12.0
0.81,42.7938,10.0464,8195.0,0.867,12.15
0.81,35.2912,9.982,8195.0,0.867,12.15
0.82,34.1803,9.982,8290.0,0.8739999999999999,12.299999999999999
0.76,36.7563,9.982,7720.0,0.8319999999999999,11.4
0.82,38.2375,11.125100000000002,8290.0,0.8739999999999999,12.299999999999999
0.83,35.9352,10.948,8385.0,0.881,12.45
0.83,27.7564,11.0446,8385.0,0.881,12.45
0.84,22.8137,10.835300000000002,8480.0,0.8879999999999999,12.6
0.86,15.021300000000002,6.0053,8670.0,0.9019999999999999,12.9
0.92,6.3434,5.892600000000001,9240.0,0.944,13.8
0.93,3.9928,6.1502,9335.0,0.9510000000000001,13.950000000000001
0.92,3.3327,5.8443000000000005,9240.0,0.944,13.8
0.92,3.1556,2.9302,9240.0,0.944,13.8
0.96,10.4811,0.2576,9620.0,0.972,14.399999999999999
0.96,11.27,0.322,9620.0,0.972,14.399999999999999
0.96,3.1234,0.161,9620.0,0.972,14.399999999999999
0.96,3.0751,0.322,9620.0,0.972,14.399999999999999
0.96,3.0429,0.161,9620.0,0.972,14.399999999999999
0.92,2.9785000000000004,0.161,9240.0,0.944,13.8
0.93,2.9785000000000004,0.2254,9335.0,0.9510000000000001,13.950000000000001
0.92,3.1717,0.1771,9240.0,0.944,13.8
0.92,3.059,0.3381,9240.0,0.944,13.8
0.93,4.9105,0.3864,9335.0,0.9510000000000001,13.950000000000001
0.96,3.2039,0.3864,9620.0,0.972,14.399999999999999
0.92,4.588500000000001,0.3864,9240.0,0.944,13.8
0.92,9.1931,0.3542,9240.0,0.944,13.8
0.91,15.391600000000002,0.3864,9145.0,0.937,13.65
0.99,16.8245,0.2898,9905.0,0.9929999999999999,14.85
0.93,19.529300000000003,0.161,9335.0,0.9510000000000001,13.950000000000001
1.0,21.5418,0.161,10000.0,1.0,15.0
1.0,15.826300000000002,0.161,10000.0,1.0,15.0
0.99,15.166200000000002,0.1771,9905.0,0.9929999999999999,14.85
0.92,4.9588,0.161,9240.0,0.944,13.8
1.0,10.948,0.1771,10000.0,1.0,15.0
