Rainfall,WindGustSpeed,WindX,WindY,EmissionRate,UserIntensity
1.8,22.0,-20.32535,-8.419036,543.9455782312925,0.06938775510204083
0.2,17.0,0.0,17.0,502.5850340136054,0.0040816326530611945
0.6,24.0,9.184402,22.173109,512.9251700680272,0.020408163265306152
0.2,39.0,-27.577164,27.577164,502.5850340136054,0.0040816326530611945
9.8,26.0,-24.020868,9.949769,750.748299319728,0.39591836734693886
3.8,31.0,-28.640266,11.863186,595.6462585034013,0.15102040816326526
2.4,24.0,-22.173109,9.184402,559.4557823129252,0.09387755102040818
0.2,22.0,-8.419036,20.32535,502.5850340136054,0.0040816326530611945
5.2,35.0,-35.0,-0.0,631.8367346938776,0.2081632653061225
0.2,30.0,-30.0,-0.0,502.5850340136054,0.0040816326530611945
0.8,30.0,-11.480503,27.716386,518.0952380952381,0.028571428571428536
0.8,37.0,-14.159287,34.183543,518.0952380952381,0.028571428571428536
5.4,19.0,7.270985,17.553711,637.0068027210884,0.2163265306122449
0.4,35.0,0.0,35.0,507.7551020408163,0.012244897959183673
0.8,57.0,-52.661133,21.812956,518.0952380952381,0.028571428571428536
4.2,24.0,-22.173109,9.184402,605.9863945578231,0.1673469387755102
0.2,20.0,14.142136,-14.142136,502.5850340136054,0.0040816326530611945
0.4,43.0,16.455388,39.72682,507.7551020408163,0.012244897959183673
4.8,24.0,-24.0,-0.0,621.4965986394558,0.19183673469387755
0.2,22.0,-15.556349,15.556349,502.5850340136054,0.0040816326530611945
1.2,22.0,-20.32535,-8.419036,528.4353741496599,0.044897959183673494
0.2,24.0,9.184402,22.173109,502.5850340136054,0.0040816326530611945
1.6,39.0,-39.0,-0.0,538.7755102040817,0.06122448979591845
3.2,37.0,-34.183543,14.159287,580.1360544217687,0.1265306122448979
1.0,59.0,-54.508892,22.578323,523.265306122449,0.0367346938775511
6.6,26.0,18.384776,18.384776,668.0272108843537,0.26530612244897955
3.8,26.0,9.949769,24.020868,595.6462585034013,0.15102040816326526
1.2,63.0,-58.204411,24.109056,528.4353741496599,0.044897959183673494
2.0,85.0,-85.0,-0.0,549.1156462585034,0.07755102040816322
3.6,43.0,-30.405592,30.405592,590.4761904761905,0.14285714285714288
0.4,30.0,0.0,30.0,507.7551020408163,0.012244897959183673
4.2,59.0,-59.0,-0.0,605.9863945578231,0.1673469387755102
13.4,56.0,-51.737254,21.430272,843.8095238095239,0.5428571428571429
1.4,39.0,-27.577164,27.577164,533.6054421768707,0.05306122448979588
3.0,24.0,-22.173109,9.184402,574.9659863945578,0.11836734693877551
1.4,35.0,-24.748737,24.748737,533.6054421768707,0.05306122448979588
10.2,46.0,-42.498458,17.603438,761.0884353741496,0.4122448979591836
0.4,33.0,-33.0,-0.0,507.7551020408163,0.012244897959183673
0.2,43.0,30.405592,30.405592,502.5850340136054,0.0040816326530611945
8.4,50.0,19.134172,46.193977,714.5578231292517,0.3387755102040816
28.8,56.0,-56.0,-0.0,1241.904761904762,1.1714285714285715
1.4,41.0,-28.991378,28.991378,533.6054421768707,0.05306122448979588
6.0,56.0,-51.737254,21.430272,652.5170068027211,0.24081632653061225
1.6,61.0,-61.0,-0.0,538.7755102040817,0.06122448979591845
3.2,31.0,11.863186,-28.640266,580.1360544217687,0.1265306122448979
1.8,20.0,7.653669,18.477591,543.9455782312925,0.06938775510204083
0.2,35.0,-35.0,-0.0,502.5850340136054,0.0040816326530611945
3.6,35.0,0.0,-35.0,590.4761904761905,0.14285714285714288
2.0,50.0,0.0,50.0,549.1156462585034,0.07755102040816322
7.0,65.0,-65.0,-0.0,678.3673469387755,0.28163265306122454
1.4,50.0,-46.193977,19.134172,533.6054421768707,0.05306122448979588
6.8,39.0,-39.0,-0.0,673.1972789115646,0.273469387755102
10.6,37.0,26.162951,26.162951,771.4285714285714,0.4285714285714286
25.8,61.0,-23.343689,56.356651,1164.3537414965986,1.0489795918367346
0.4,24.0,-24.0,-0.0,507.7551020408163,0.012244897959183673
10.2,24.0,0.0,24.0,761.0884353741496,0.4122448979591836
9.4,46.0,-42.498458,17.603438,740.4081632653061,0.3795918367346939
2.4,50.0,35.355339,-35.355339,559.4557823129252,0.09387755102040818
1.2,30.0,-27.716386,11.480503,528.4353741496599,0.044897959183673494
1.0,41.0,-28.991378,-28.991378,523.265306122449,0.0367346938775511
3.0,41.0,-41.0,-0.0,574.9659863945578,0.11836734693877551
9.8,31.0,21.92031,-21.92031,750.748299319728,0.39591836734693886
5.0,39.0,14.924654,36.031302,626.6666666666666,0.19999999999999993
12.4,56.0,-56.0,-0.0,817.9591836734694,0.5020408163265306
0.2,74.0,-28.318574,68.367085,502.5850340136054,0.0040816326530611945
0.4,44.0,-31.112698,-31.112698,507.7551020408163,0.012244897959183673
3.0,35.0,-13.39392,-32.335784,574.9659863945578,0.11836734693877551
8.6,39.0,36.031302,14.924654,719.7278911564625,0.346938775510204
52.2,33.0,23.334524,-23.334524,1846.8027210884354,2.126530612244898
5.6,43.0,30.405592,-30.405592,642.1768707482993,0.2244897959183673
0.6,59.0,-22.578323,-54.508892,512.9251700680272,0.020408163265306152
3.6,46.0,46.0,0.0,590.4761904761905,0.14285714285714288
0.2,31.0,-31.0,-0.0,502.5850340136054,0.0040816326530611945
1.4,39.0,-39.0,-0.0,533.6054421768707,0.05306122448979588
20.6,39.0,-36.031302,-14.924654,1029.9319727891157,0.8367346938775511
5.8,39.0,27.577164,-27.577164,647.3469387755102,0.23265306122448987
66.0,56.0,-39.59798,39.59798,2203.5374149659865,2.6897959183673468
6.2,46.0,-32.526912,32.526912,657.687074829932,0.2489795918367348
11.0,26.0,-24.020868,9.949769,781.7687074829932,0.44489795918367353
0.4,28.0,-10.715136,-25.868627,507.7551020408163,0.012244897959183673
3.0,30.0,0.0,30.0,574.9659863945578,0.11836734693877551
3.2,46.0,-32.526912,32.526912,580.1360544217687,0.1265306122448979
0.2,22.0,-20.32535,8.419036,502.5850340136054,0.0040816326530611945
7.0,57.0,-52.661133,21.812956,678.3673469387755,0.28163265306122454
3.6,46.0,-17.603438,42.498458,590.4761904761905,0.14285714285714288
17.0,37.0,-37.0,-0.0,936.8707482993198,0.689795918367347
1.6,30.0,-21.213203,21.213203,538.7755102040817,0.06122448979591845
0.4,28.0,-28.0,-0.0,507.7551020408163,0.012244897959183673
0.2,22.0,0.0,22.0,502.5850340136054,0.0040816326530611945
0.2,61.0,-56.356651,23.343689,502.5850340136054,0.0040816326530611945
3.0,39.0,-39.0,-0.0,574.9659863945578,0.11836734693877551
0.2,15.0,10.606602,-10.606602,502.5850340136054,0.0040816326530611945
10.4,26.0,26.0,0.0,766.2585034013605,0.42040816326530606
13.4,30.0,11.480503,-27.716386,843.8095238095239,0.5428571428571429
0.2,11.0,4.209518,-10.162675,502.5850340136054,0.0040816326530611945
28.0,26.0,0.0,26.0,1221.2244897959183,1.1387755102040815
5.8,46.0,32.526912,-32.526912,647.3469387755102,0.23265306122448987
2.4,44.0,-44.0,-0.0,559.4557823129252,0.09387755102040818
11.6,94.0,-94.0,-0.0,797.2789115646259,0.46938775510204084
2.2,24.0,-24.0,-0.0,554.2857142857143,0.0857142857142858
1.8,35.0,-32.335784,13.39392,543.9455782312925,0.06938775510204083
0.4,17.0,-17.0,-0.0,507.7551020408163,0.012244897959183673
10.2,35.0,-32.335784,13.39392,761.0884353741496,0.4122448979591836
0.2,22.0,-22.0,-0.0,502.5850340136054,0.0040816326530611945
0.2,24.0,0.0,24.0,502.5850340136054,0.0040816326530611945
1.2,13.0,4.974885,12.010434,528.4353741496599,0.044897959183673494
0.2,19.0,17.553711,-7.270985,502.5850340136054,0.0040816326530611945
0.2,22.0,15.556349,-15.556349,502.5850340136054,0.0040816326530611945
5.6,35.0,13.39392,-32.335784,642.1768707482993,0.2244897959183673
0.4,13.0,12.010434,-4.974885,507.7551020408163,0.012244897959183673
13.4,28.0,0.0,28.0,843.8095238095239,0.5428571428571429
0.2,13.0,9.192388,-9.192388,502.5850340136054,0.0040816326530611945
21.4,57.0,-40.305087,40.305087,1050.612244897959,0.8693877551020406
11.0,43.0,-39.72682,16.455388,781.7687074829932,0.44489795918367353
1.6,20.0,-14.142136,14.142136,538.7755102040817,0.06122448979591845
0.2,19.0,-17.553711,7.270985,502.5850340136054,0.0040816326530611945
0.2,20.0,-20.0,-0.0,502.5850340136054,0.0040816326530611945
0.2,19.0,-17.553711,-7.270985,502.5850340136054,0.0040816326530611945
0.2,15.0,5.740251,-13.858193,502.5850340136054,0.0040816326530611945
6.2,20.0,-14.142136,14.142136,657.687074829932,0.2489795918367348
2.2,30.0,-30.0,-0.0,554.2857142857143,0.0857142857142858
4.2,41.0,-37.879061,15.690021,605.9863945578231,0.1673469387755102
18.6,39.0,-39.0,-0.0,978.2312925170068,0.7551020408163265
0.2,22.0,-15.556349,15.556349,502.5850340136054,0.0040816326530611945
0.2,15.0,13.858193,-5.740251,502.5850340136054,0.0040816326530611945
7.2,41.0,-15.690021,37.879061,683.5374149659864,0.28979591836734697
8.2,33.0,12.628553,30.488025,709.3877551020408,0.33061224489795926
10.8,50.0,-35.355339,-35.355339,776.5986394557824,0.43673469387755115
1.8,46.0,-42.498458,17.603438,543.9455782312925,0.06938775510204083
10.2,56.0,-56.0,-0.0,761.0884353741496,0.4122448979591836
3.8,15.0,15.0,0.0,595.6462585034013,0.15102040816326526
0.2,31.0,28.640266,11.863186,502.5850340136054,0.0040816326530611945
15.4,57.0,-40.305087,40.305087,895.5102040816327,0.6244897959183673
2.0,46.0,-46.0,-0.0,549.1156462585034,0.07755102040816322
0.2,26.0,0.0,26.0,502.5850340136054,0.0040816326530611945
0.2,17.0,-12.020815,12.020815,502.5850340136054,0.0040816326530611945
1.8,67.0,-61.899929,25.63979,543.9455782312925,0.06938775510204083
1.8,65.0,-60.05217,24.874423,543.9455782312925,0.06938775510204083
9.6,50.0,-35.355339,35.355339,745.578231292517,0.3877551020408163
4.0,43.0,-30.405592,30.405592,600.8163265306123,0.1591836734693878
0.8,33.0,12.628553,-30.488025,518.0952380952381,0.028571428571428536
21.8,70.0,0.0,70.0,1060.952380952381,0.8857142857142858
20.8,72.0,-27.553207,66.519326,1035.1020408163265,0.8448979591836734
2.4,50.0,-35.355339,35.355339,559.4557823129252,0.09387755102040818
1.2,52.0,-36.769553,-36.769553,528.4353741496599,0.044897959183673494
24.8,50.0,-50.0,-0.0,1138.503401360544,1.008163265306122
3.2,35.0,-32.335784,13.39392,580.1360544217687,0.1265306122448979
0.4,31.0,-31.0,-0.0,507.7551020408163,0.012244897959183673
0.2,39.0,-27.577164,-27.577164,502.5850340136054,0.0040816326530611945
10.0,46.0,-42.498458,-17.603438,755.9183673469388,0.40408163265306124
0.8,31.0,11.863186,28.640266,518.0952380952381,0.028571428571428536
11.4,30.0,-27.716386,-11.480503,792.1088435374149,0.46122448979591835
19.0,24.0,-24.0,-0.0,988.5714285714286,0.7714285714285715
22.2,63.0,-58.204411,24.109056,1071.2925170068027,0.9020408163265304
32.8,52.0,-52.0,-0.0,1345.3061224489793,1.33469387755102
0.4,28.0,-28.0,-0.0,507.7551020408163,0.012244897959183673
2.4,26.0,9.949769,-24.020868,559.4557823129252,0.09387755102040818
1.6,35.0,-32.335784,13.39392,538.7755102040817,0.06122448979591845
3.4,33.0,23.334524,23.334524,585.3061224489796,0.1346938775510205
50.8,52.0,-19.899538,48.041736,1810.612244897959,2.0693877551020408
1.2,35.0,-35.0,-0.0,528.4353741496599,0.044897959183673494
2.2,31.0,-21.92031,21.92031,554.2857142857143,0.0857142857142858
0.6,28.0,0.0,28.0,512.9251700680272,0.020408163265306152
52.6,26.0,0.0,26.0,1857.142857142857,2.142857142857143
2.4,37.0,-37.0,-0.0,559.4557823129252,0.09387755102040818
4.0,39.0,-36.031302,-14.924654,600.8163265306123,0.1591836734693878
19.2,44.0,0.0,44.0,993.7414965986394,0.7795918367346938
18.8,44.0,16.838071,40.650699,983.4013605442176,0.7632653061224488
14.8,43.0,16.455388,-39.72682,880.0,0.6
1.6,35.0,24.748737,-24.748737,538.7755102040817,0.06122448979591845
12.0,24.0,16.970563,-16.970563,807.6190476190477,0.4857142857142859
0.6,50.0,-35.355339,35.355339,512.9251700680272,0.020408163265306152
18.4,41.0,15.690021,37.879061,973.0612244897959,0.746938775510204
1.2,44.0,-40.650699,-16.838071,528.4353741496599,0.044897959183673494
3.2,61.0,-23.343689,56.356651,580.1360544217687,0.1265306122448979
25.6,39.0,-39.0,-0.0,1159.1836734693877,1.0408163265306123
0.4,43.0,-43.0,-0.0,507.7551020408163,0.012244897959183673
1.0,76.0,-70.214844,29.083941,523.265306122449,0.0367346938775511
3.0,61.0,-61.0,-0.0,574.9659863945578,0.11836734693877551
6.2,52.0,-48.041736,-19.899538,657.687074829932,0.2489795918367348
1.6,41.0,-37.879061,-15.690021,538.7755102040817,0.06122448979591845
1.0,43.0,-30.405592,-30.405592,523.265306122449,0.0367346938775511
0.6,35.0,-35.0,-0.0,512.9251700680272,0.020408163265306152
35.0,37.0,34.183543,14.159287,1402.1768707482993,1.4244897959183673
1.4,37.0,26.162951,26.162951,533.6054421768707,0.05306122448979588
5.0,44.0,31.112698,31.112698,626.6666666666666,0.19999999999999993
14.2,41.0,28.991378,28.991378,864.4897959183673,0.5755102040816327
2.4,52.0,36.769553,36.769553,559.4557823129252,0.09387755102040818
13.8,24.0,-22.173109,-9.184402,854.1496598639455,0.5591836734693877
3.4,31.0,-28.640266,11.863186,585.3061224489796,0.1346938775510205
2.6,81.0,-74.834242,30.997358,564.625850340136,0.10204081632653057
99.2,28.0,-19.79899,19.79899,3061.7687074829937,4.0448979591836745
51.0,43.0,-39.72682,-16.455388,1815.78231292517,2.077551020408163
39.8,54.0,-38.183766,-38.183766,1526.2585034013605,1.620408163265306
28.2,28.0,-25.868627,10.715136,1226.3945578231292,1.146938775510204
0.2,31.0,28.640266,11.863186,502.5850340136054,0.0040816326530611945
5.8,30.0,27.716386,-11.480503,647.3469387755102,0.23265306122448987
12.2,59.0,22.578323,54.508892,812.7891156462586,0.4938775510204082
12.8,43.0,-39.72682,16.455388,828.2993197278911,0.5183673469387754
0.2,28.0,-25.868627,-10.715136,502.5850340136054,0.0040816326530611945
0.2,20.0,-18.477591,7.653669,502.5850340136054,0.0040816326530611945
11.8,20.0,14.142136,-14.142136,802.4489795918367,0.4775510204081633
13.4,22.0,0.0,22.0,843.8095238095239,0.5428571428571429
10.2,30.0,30.0,0.0,761.0884353741496,0.4122448979591836
0.6,37.0,34.183543,14.159287,512.9251700680272,0.020408163265306152
0.6,54.0,-38.183766,-38.183766,512.9251700680272,0.020408163265306152
19.8,19.0,7.270985,-17.553711,1009.251700680272,0.8040816326530611
0.2,24.0,24.0,0.0,502.5850340136054,0.0040816326530611945
0.4,30.0,-21.213203,-21.213203,507.7551020408163,0.012244897959183673
0.2,22.0,-20.32535,8.419036,502.5850340136054,0.0040816326530611945
8.0,44.0,-40.650699,16.838071,704.2176870748299,0.32244897959183666
0.2,24.0,9.184402,-22.173109,502.5850340136054,0.0040816326530611945
0.6,28.0,-28.0,-0.0,512.9251700680272,0.020408163265306152
0.2,24.0,16.970563,-16.970563,502.5850340136054,0.0040816326530611945
3.6,54.0,-54.0,-0.0,590.4761904761905,0.14285714285714288
0.4,24.0,-22.173109,-9.184402,507.7551020408163,0.012244897959183673
5.0,35.0,-35.0,-0.0,626.6666666666666,0.19999999999999993
1.8,35.0,-35.0,-0.0,543.9455782312925,0.06938775510204083
17.4,44.0,-40.650699,16.838071,947.2108843537414,0.7061224489795918
3.6,26.0,-24.020868,9.949769,590.4761904761905,0.14285714285714288
8.8,24.0,-24.0,-0.0,724.8979591836735,0.35510204081632657
2.0,26.0,-24.020868,-9.949769,549.1156462585034,0.07755102040816322
2.6,37.0,-34.183543,14.159287,564.625850340136,0.10204081632653057
0.2,28.0,19.79899,-19.79899,502.5850340136054,0.0040816326530611945
1.0,35.0,-32.335784,13.39392,523.265306122449,0.0367346938775511
0.2,28.0,-19.79899,19.79899,502.5850340136054,0.0040816326530611945
3.6,46.0,0.0,46.0,590.4761904761905,0.14285714285714288
10.6,65.0,-24.874423,60.05217,771.4285714285714,0.4285714285714286
0.6,43.0,-30.405592,30.405592,512.9251700680272,0.020408163265306152
3.4,43.0,-43.0,-0.0,585.3061224489796,0.1346938775510205
0.4,13.0,9.192388,-9.192388,507.7551020408163,0.012244897959183673
15.4,69.0,-69.0,-0.0,895.5102040816327,0.6244897959183673
3.8,59.0,-54.508892,22.578323,595.6462585034013,0.15102040816326526
1.2,61.0,-43.133514,43.133514,528.4353741496599,0.044897959183673494
4.4,52.0,-48.041736,19.899538,611.156462585034,0.1755102040816326
4.2,28.0,-25.868627,10.715136,605.9863945578231,0.1673469387755102
6.6,30.0,-30.0,-0.0,668.0272108843537,0.26530612244897955
4.0,15.0,-10.606602,-10.606602,600.8163265306123,0.1591836734693878
8.8,33.0,-30.488025,12.628553,724.8979591836735,0.35510204081632657
1.8,13.0,-12.010434,-4.974885,543.9455782312925,0.06938775510204083
0.2,33.0,23.334524,-23.334524,502.5850340136054,0.0040816326530611945
0.2,19.0,19.0,0.0,502.5850340136054,0.0040816326530611945
16.2,26.0,-18.384776,18.384776,916.1904761904761,0.657142857142857
2.2,28.0,-25.868627,10.715136,554.2857142857143,0.0857142857142858
0.2,19.0,13.435029,-13.435029,502.5850340136054,0.0040816326530611945
1.0,20.0,20.0,0.0,523.265306122449,0.0367346938775511
0.2,28.0,10.715136,25.868627,502.5850340136054,0.0040816326530611945
14.6,30.0,-27.716386,-11.480503,874.8299319727892,0.5918367346938777
4.2,28.0,-25.868627,10.715136,605.9863945578231,0.1673469387755102
8.2,24.0,-22.173109,-9.184402,709.3877551020408,0.33061224489795926
1.2,24.0,-24.0,-0.0,528.4353741496599,0.044897959183673494
3.6,19.0,-17.553711,7.270985,590.4761904761905,0.14285714285714288
2.8,37.0,14.159287,-34.183543,569.795918367347,0.11020408163265313
1.2,15.0,13.858193,5.740251,528.4353741496599,0.044897959183673494
0.2,24.0,16.970563,16.970563,502.5850340136054,0.0040816326530611945
5.6,44.0,31.112698,31.112698,642.1768707482993,0.2244897959183673
30.8,35.0,-32.335784,13.39392,1293.6054421768708,1.253061224489796
0.8,28.0,19.79899,-19.79899,518.0952380952381,0.028571428571428536
3.2,31.0,0.0,31.0,580.1360544217687,0.1265306122448979
5.0,56.0,-56.0,-0.0,626.6666666666666,0.19999999999999993
1.0,30.0,-21.213203,21.213203,523.265306122449,0.0367346938775511
1.0,61.0,-61.0,-0.0,523.265306122449,0.0367346938775511
3.6,30.0,-30.0,-0.0,590.4761904761905,0.14285714285714288
1.0,43.0,16.455388,-39.72682,523.265306122449,0.0367346938775511
0.6,83.0,-76.682001,31.762725,512.9251700680272,0.020408163265306152
28.4,59.0,-41.7193,41.7193,1231.56462585034,1.1551020408163264
8.2,48.0,-33.941125,33.941125,709.3877551020408,0.33061224489795926
3.8,26.0,24.020868,9.949769,595.6462585034013,0.15102040816326526
5.8,35.0,13.39392,-32.335784,647.3469387755102,0.23265306122448987
0.8,22.0,-20.32535,-8.419036,518.0952380952381,0.028571428571428536
4.2,41.0,-41.0,-0.0,605.9863945578231,0.1673469387755102
12.2,39.0,27.577164,-27.577164,812.7891156462586,0.4938775510204082
1.2,44.0,-44.0,-0.0,528.4353741496599,0.044897959183673494
5.4,30.0,30.0,0.0,637.0068027210884,0.2163265306122449
34.8,61.0,-61.0,-0.0,1397.0068027210882,1.4163265306122446
0.2,20.0,0.0,-20.0,502.5850340136054,0.0040816326530611945
2.6,31.0,0.0,31.0,564.625850340136,0.10204081632653057
16.6,48.0,-44.346218,-18.368805,926.530612244898,0.673469387755102
2.8,31.0,-28.640266,-11.863186,569.795918367347,0.11020408163265313
12.2,37.0,-37.0,-0.0,812.7891156462586,0.4938775510204082
3.6,44.0,16.838071,40.650699,590.4761904761905,0.14285714285714288
0.6,30.0,27.716386,-11.480503,512.9251700680272,0.020408163265306152
5.2,52.0,-36.769553,-36.769553,631.8367346938776,0.2081632653061225
9.0,48.0,33.941125,-33.941125,730.0680272108843,0.363265306122449
0.4,35.0,-35.0,-0.0,507.7551020408163,0.012244897959183673
5.6,39.0,-14.924654,36.031302,642.1768707482993,0.2244897959183673
3.8,43.0,-43.0,-0.0,595.6462585034013,0.15102040816326526
0.4,69.0,-48.790368,-48.790368,507.7551020408163,0.012244897959183673
1.2,39.0,0.0,-39.0,528.4353741496599,0.044897959183673494
0.4,28.0,-25.868627,-10.715136,507.7551020408163,0.012244897959183673
26.8,48.0,-44.346218,18.368805,1190.204081632653,1.089795918367347
9.0,43.0,30.405592,-30.405592,730.0680272108843,0.363265306122449
1.4,31.0,-31.0,-0.0,533.6054421768707,0.05306122448979588
3.6,43.0,-43.0,-0.0,590.4761904761905,0.14285714285714288
3.2,35.0,-35.0,-0.0,580.1360544217687,0.1265306122448979
0.4,30.0,21.213203,-21.213203,507.7551020408163,0.012244897959183673
1.4,31.0,0.0,-31.0,533.6054421768707,0.05306122448979588
1.4,37.0,26.162951,26.162951,533.6054421768707,0.05306122448979588
10.6,31.0,11.863186,28.640266,771.4285714285714,0.4285714285714286
38.4,48.0,18.368805,44.346218,1490.0680272108843,1.563265306122449
0.6,24.0,9.184402,-22.173109,512.9251700680272,0.020408163265306152
104.2,57.0,40.305087,-40.305087,3191.0204081632655,4.248979591836735
36.6,48.0,33.941125,-33.941125,1443.5374149659865,1.4897959183673473
66.0,35.0,-32.335784,-13.39392,2203.5374149659865,2.6897959183673468
0.4,37.0,-34.183543,-14.159287,507.7551020408163,0.012244897959183673
9.6,41.0,15.690021,37.879061,745.578231292517,0.3877551020408163
19.2,46.0,-32.526912,-32.526912,993.7414965986394,0.7795918367346938
17.4,30.0,-27.716386,11.480503,947.2108843537414,0.7061224489795918
0.4,37.0,-34.183543,-14.159287,507.7551020408163,0.012244897959183673
1.4,20.0,18.477591,-7.653669,533.6054421768707,0.05306122448979588
0.8,24.0,16.970563,16.970563,518.0952380952381,0.028571428571428536
34.2,19.0,-13.435029,-13.435029,1381.496598639456,1.3918367346938776
1.4,43.0,30.405592,30.405592,533.6054421768707,0.05306122448979588
8.2,39.0,-36.031302,-14.924654,709.3877551020408,0.33061224489795926
0.8,35.0,-32.335784,13.39392,518.0952380952381,0.028571428571428536
1.0,39.0,-36.031302,14.924654,523.265306122449,0.0367346938775511
1.6,30.0,-30.0,-0.0,538.7755102040817,0.06122448979591845
0.4,13.0,0.0,-13.0,507.7551020408163,0.012244897959183673
29.4,59.0,-59.0,-0.0,1257.4149659863945,1.1959183673469387
6.0,35.0,-32.335784,13.39392,652.5170068027211,0.24081632653061225
0.4,20.0,-20.0,-0.0,507.7551020408163,0.012244897959183673
0.2,17.0,12.020815,-12.020815,502.5850340136054,0.0040816326530611945
3.6,31.0,11.863186,-28.640266,590.4761904761905,0.14285714285714288
6.0,65.0,45.961941,-45.961941,652.5170068027211,0.24081632653061225
0.2,13.0,-12.010434,-4.974885,502.5850340136054,0.0040816326530611945
0.2,11.0,-4.209518,10.162675,502.5850340136054,0.0040816326530611945
2.8,28.0,-28.0,-0.0,569.795918367347,0.11020408163265313
0.6,35.0,0.0,35.0,512.9251700680272,0.020408163265306152
5.2,44.0,-16.838071,40.650699,631.8367346938776,0.2081632653061225
0.8,24.0,-9.184402,22.173109,518.0952380952381,0.028571428571428536
0.4,24.0,-24.0,-0.0,507.7551020408163,0.012244897959183673
